kawa/herbata,napoje,piwo,lody,ciasto,zupa,zapiekanka,pizza,spaghetti,kebab,frytki,rollokebs,mean_prep, mean_difficulty, mean_price, dodaj
57,65,16,16,23,60,20,19,20,22,44,61,12.5153664303,3.78723404255,17.5153664303,drogie/czasochlonne
32,31,45,44,48,36,39,29,38,43,6,32,13.8085106383,4.05673758865,20.4137115839,drogie/proste
32,35,40,41,31,37,30,28,26,34,18,32,13.4088541667,3.94791666667,19.5833333333,drogie/czasochlonne
23,23,20,33,23,33,54,41,55,21,50,28,15.3985148515,4.54455445545,20.5594059406,tanie/proste
38,7,15,38,45,9,38,49,46,47,48,30,15.9097560976,4.41951219512,23.2951219512,tanie/proste
33,29,27,42,29,27,28,30,30,28,43,30,14.1462765957,3.9920212766,19.3404255319,drogie/proste
41,34,6,37,47,49,4,52,44,31,40,40,17.0070588235,4.34823529412,21.5152941176,tanie/proste
20,23,35,33,33,40,40,25,22,26,34,28,14.6490250696,3.90529247911,19.4651810585,drogie/proste
39,31,28,33,22,28,38,56,29,35,33,32,14.3292079208,4.14108910891,22.2202970297,tanie/proste
34,19,50,38,31,48,67,29,21,17,24,28,13.5024630542,3.7684729064,18.9827586207,drogie/proste
58,37,40,39,43,10,12,50,36,38,9,49,13.4560570071,3.99524940618,22.4418052257,tanie/czasochlonne
28,21,29,37,62,24,27,63,37,22,35,19,17.7277227723,4.18069306931,22.9851485149,tanie/proste
46,16,37,56,14,15,43,20,14,46,42,43,11.4540816327,4.18112244898,19.9209183673,drogie/czasochlonne
38,44,41,9,39,35,46,41,4,8,61,44,14.0707317073,3.59024390244,18.9219512195,drogie/proste
25,33,22,28,23,27,31,33,22,35,39,33,13.7008547009,4.09401709402,20.603988604,tanie/proste
24,66,30,35,17,32,24,30,32,34,64,37,13.2964705882,3.88235294118,18.7035294118,drogie/czasochlonne
16,45,14,56,37,55,56,20,6,56,42,12,14.178313253,3.85542168675,17.843373494,drogie/proste
24,21,29,58,15,43,56,17,26,55,26,22,12.8392857143,4.19897959184,19.3724489796,drogie/czasochlonne
40,4,44,38,34,44,6,34,29,46,44,41,15.4702970297,4.16336633663,20.2772277228,drogie/proste
54,67,54,17,22,18,19,17,42,13,53,49,11.2705882353,3.58823529412,17.6847058824,drogie/czasochlonne
15,10,48,18,50,47,14,45,13,60,34,50,15.8242574257,4.47772277228,23.0742574257,tanie/proste
22,32,71,21,28,27,27,34,31,23,30,64,12.5073170732,3.9243902439,20.8609756098,tanie/czasochlonne
8,55,58,17,14,44,16,47,44,52,13,53,13.1543942993,4.38717339667,22.7220902613,tanie/czasochlonne
31,46,44,39,39,32,30,36,6,46,37,37,13.3947990544,3.84869976359,19.8817966903,drogie/czasochlonne
50,11,52,45,55,16,52,52,18,12,9,43,14.2746987952,3.77590361446,22.1325301205,tanie/proste
32,2,39,36,45,28,45,39,38,35,34,49,15.1374407583,4.45023696682,22.2843601896,tanie/proste
26,37,35,36,20,36,20,33,26,28,28,23,14.0344827586,3.8908045977,19.933908046,drogie/proste
40,30,25,35,60,70,20,32,28,21,29,32,16.8222748815,3.93127962085,18.5924170616,drogie/proste
73,32,27,33,31,24,25,30,20,18,32,78,12.2104018913,4.22695035461,20.9527186761,tanie/czasochlonne
38,46,35,34,34,30,44,3,40,38,38,41,12.2684085511,3.85510688836,17.9714964371,drogie/czasochlonne
9,52,43,54,37,48,16,23,49,14,16,16,15.2175066313,3.77718832891,17.6366047745,drogie/proste
35,28,23,65,21,30,25,29,60,53,25,27,14.0498812352,4.23277909739,20.8574821853,tanie/proste
30,41,43,39,31,43,41,26,48,40,4,37,13.1513002364,3.99054373522,20.6903073286,tanie/czasochlonne
51,34,33,37,33,42,39,2,39,26,36,43,12.4987951807,3.78554216867,17.1831325301,drogie/czasochlonne
51,21,17,57,53,45,16,56,59,11,14,21,17.6508313539,4.20665083135,20.9691211401,tanie/proste
52,59,21,34,62,19,26,17,23,20,64,26,14.3144208038,3.51063829787,16.3073286052,drogie/proste
30,31,42,25,37,35,60,26,29,35,39,26,13.3638554217,3.78554216867,19.6915662651,drogie/czasochlonne
56,38,9,35,39,34,35,60,45,8,5,51,14.9638554217,4.32289156627,23.5518072289,tanie/proste
42,49,5,39,44,41,7,32,32,46,31,42,14.8097560976,4.09268292683,20.4585365854,drogie/proste
42,61,43,10,13,12,14,9,53,54,48,47,10.6650246305,4.1157635468,19.0640394089,drogie/czasochlonne
20,49,13,23,49,24,49,52,19,37,52,38,15.2894117647,4.12470588235,21.7952941176,tanie/proste
70,25,23,25,24,36,22,18,32,64,27,57,11.8841607565,4.39716312057,20.8203309693,tanie/czasochlonne
23,19,22,15,32,53,53,24,60,38,21,55,14.6289156627,4.6578313253,21.8843373494,tanie/proste
35,37,32,1,38,41,48,32,42,41,38,40,13.9552941176,4.17176470588,20.4447058824,drogie/proste
17,53,24,41,54,19,54,14,39,12,55,17,14.5588972431,3.59398496241,16.5864661654,drogie/proste
38,44,52,46,42,42,36,9,8,9,37,52,12.6096385542,3.50120481928,16.4843373494,drogie/czasochlonne
20,26,27,19,51,20,22,28,17,65,59,22,15.1595744681,4.10638297872,20.3457446809,drogie/proste
47,17,15,56,60,19,9,62,20,25,55,19,17.8118811881,4.04207920792,21.801980198,tanie/proste
58,44,18,68,62,36,16,14,11,11,50,37,14.7058823529,3.50117647059,15.9717647059,drogie/proste
33,56,13,41,49,35,46,7,9,39,38,11,13.3899204244,3.43766578249,15.9681697613,drogie/czasochlonne
23,26,73,21,46,31,27,31,35,27,25,34,13.9949874687,3.70927318296,19.9047619048,drogie/proste
52,13,15,50,55,10,16,47,54,18,24,45,16.2581453634,4.38095238095,22.984962406,tanie/proste
38,30,41,34,30,29,3,44,35,32,43,40,14.7443609023,4.07769423559,21.0626566416,tanie/proste
9,5,54,16,60,45,42,36,45,12,59,38,17.1567695962,4.0190023753,20.0308788599,drogie/proste
0,39,41,28,30,39,29,40,43,39,31,33,15.1785714286,4.36479591837,21.2295918367,tanie/proste
45,36,51,40,9,9,54,55,50,13,17,46,12.2047058824,3.99529411765,22.3223529412,tanie/czasochlonne
22,15,55,25,47,15,27,32,60,20,70,18,15.9507389163,3.94088669951,18.8275862069,drogie/proste
56,21,57,27,23,28,27,15,61,54,20,17,12.10591133,3.95073891626,19.1699507389,drogie/czasochlonne
38,11,33,43,36,55,10,6,34,39,37,35,14.7851458886,4.13527851459,17.976127321,drogie/proste
40,34,39,33,6,44,33,41,42,3,45,44,13.7004950495,4.10643564356,20.5891089109,tanie/proste
11,53,57,12,11,41,49,50,38,54,37,8,13.1995249406,3.95486935867,20.7078384798,tanie/czasochlonne
33,35,44,33,48,39,33,5,34,45,39,34,13.528436019,3.79857819905,17.5781990521,drogie/proste
55,54,16,21,24,28,42,57,23,16,14,60,13.0365853659,4.26097560976,22.9658536585,tanie/czasochlonne
32,48,11,37,42,54,43,46,5,54,39,11,15.36492891,3.92417061611,20.0379146919,drogie/proste
35,39,40,38,51,11,5,41,46,37,33,34,14.9048780488,4.05609756098,21.0024390244,tanie/proste
14,58,66,21,44,58,19,17,18,43,21,20,13.4862155388,3.38847117794,16.9649122807,drogie/czasochlonne
6,33,42,49,34,40,47,40,52,38,34,6,15.4156769596,3.96912114014,20.0665083135,drogie/proste
39,45,3,5,49,34,44,39,46,12,42,46,15.3886138614,4.30940594059,20.9603960396,tanie/proste
55,9,43,15,48,58,66,22,54,9,24,18,14.9524940618,3.93111638955,18.2731591449,drogie/proste
37,53,15,12,54,11,17,37,48,51,45,19,14.9874686717,4.15789473684,20.298245614,drogie/proste
44,30,33,36,32,35,39,24,38,37,41,3,14.1224489796,3.72704081633,17.8954081633,drogie/proste
42,9,46,9,44,50,14,42,46,37,53,12,16.4356435644,4.21287128713,19.9504950495,drogie/proste
42,49,35,10,9,8,41,14,42,42,46,38,10.329787234,3.9920212766,18.7154255319,drogie/czasochlonne
32,31,31,35,29,27,36,34,33,31,43,41,14.1339950372,4.13895781638,20.2605459057,drogie/proste
32,36,28,30,29,34,26,38,43,27,23,37,14.407310705,4.18798955614,21.274151436,tanie/proste
19,8,15,55,58,21,56,40,50,44,19,19,16.900990099,4.24752475248,23.1089108911,tanie/proste
37,35,38,50,34,3,43,43,40,30,38,32,13.5531914894,4.09219858156,21.1111111111,tanie/proste
22,29,32,62,62,25,30,33,29,36,19,20,15.8070175439,3.80200501253,20.5388471178,tanie/proste
36,26,29,28,51,25,35,36,25,34,37,37,14.7844611529,3.94736842105,21.1729323308,tanie/proste
8,49,7,12,50,46,13,47,38,48,47,45,17.0073170732,4.52195121951,22.5292682927,tanie/proste
44,44,39,34,35,37,41,38,29,34,0,40,12.6746987952,3.84819277108,20.6168674699,tanie/czasochlonne
26,26,39,25,28,47,22,61,25,26,54,25,16.5247524752,4.29207920792,21.3267326733,tanie/proste
35,36,33,46,6,38,39,7,49,45,35,37,11.7019704433,4.16009852217,18.6502463054,drogie/czasochlonne
24,52,64,24,26,50,55,20,30,22,18,21,12.0886699507,3.41625615764,17.1674876847,drogie/czasochlonne
40,15,47,21,41,53,20,18,12,54,52,19,14.4132653061,3.89795918367,17.8852040816,drogie/proste
20,31,49,28,67,28,30,34,31,25,25,31,15.5137844612,3.74185463659,20.320802005,drogie/proste
58,30,57,25,24,21,50,34,30,24,36,26,12.0192771084,3.81445783133,18.8674698795,drogie/czasochlonne
25,31,21,24,21,28,52,69,19,26,26,68,14.3341463415,4.6512195122,25.2487804878,tanie/proste
33,20,30,25,69,25,27,23,68,49,25,27,15.8717339667,4.33491686461,20.5178147268,tanie/proste
19,23,29,33,58,52,23,59,49,17,24,18,18.400990099,4.2599009901,22.3589108911,tanie/proste
37,8,52,40,5,42,55,52,46,6,46,33,14.5829383886,4.12796208531,20.9478672986,tanie/proste
42,45,31,26,37,40,42,47,3,35,29,38,13.621686747,3.84578313253,20.9759036145,tanie/proste
19,30,46,19,24,72,25,32,27,18,63,35,15.4853658537,4.06097560976,17.5682926829,drogie/proste
43,2,39,41,31,39,38,40,32,36,32,49,14.5071090047,4.35545023697,22.2014218009,tanie/proste
61,61,24,30,30,23,21,23,29,60,34,29,11.9247058824,3.78588235294,19.0541176471,drogie/czasochlonne
42,46,51,40,11,39,45,42,40,47,14,6,12.3238770686,3.74704491726,19.134751773,drogie/czasochlonne
19,32,37,32,36,29,30,28,32,38,29,36,14.0978835979,4.03968253968,20.5634920635,tanie/proste
34,42,43,38,4,31,46,38,29,48,37,32,11.9620853081,3.95734597156,20.5071090047,tanie/czasochlonne
21,48,69,20,28,27,50,55,20,37,22,28,12.8376470588,3.77411764706,21.3176470588,tanie/czasochlonne
71,20,17,30,16,18,49,19,27,54,50,21,11.7244897959,4.07142857143,18.8596938776,drogie/czasochlonne
58,50,50,51,42,13,16,13,44,23,12,49,11.67695962,3.46555819477,18.4251781473,drogie/czasochlonne
26,30,19,56,19,22,52,23,38,57,16,19,12.7904509284,4.1724137931,20.5384615385,tanie/czasochlonne
70,69,26,20,20,26,65,23,22,27,25,30,10.3853427896,3.44680851064,17.8250591017,drogie/czasochlonne
8,7,11,57,51,42,43,39,54,9,40,38,18.1428571429,4.64160401003,21.6917293233,tanie/proste
25,28,28,28,28,60,33,34,39,40,36,43,14.9454976303,4.41706161137,21.1374407583,tanie/proste
47,37,8,9,52,48,41,50,57,40,16,10,16.4891566265,4.38554216867,21.7012048193,tanie/proste
12,18,18,40,47,50,42,57,47,40,10,11,17.6964285714,4.52295918367,23.3443877551,tanie/proste
46,16,56,48,13,18,51,10,49,8,45,16,12.1436170213,3.55319148936,16.2074468085,drogie/czasochlonne
31,28,27,33,31,74,29,31,36,25,31,46,15.3696682464,4.28672985782,19.8151658768,drogie/proste
36,26,39,44,40,42,33,39,33,34,2,38,14.381773399,4.12068965517,21.4236453202,tanie/proste
26,24,24,25,35,31,67,27,24,65,16,28,13.1020408163,4.16071428571,21.6632653061,tanie/czasochlonne
30,62,24,31,22,32,34,76,21,26,19,27,14.4257425743,4.05198019802,22.6410891089,tanie/proste
16,34,49,4,37,46,38,40,6,50,41,49,13.987804878,4.27073170732,21.2024390244,tanie/proste
21,17,58,58,54,20,18,21,28,45,15,55,13.8658536585,4.0756097561,20.6707317073,tanie/proste
56,54,13,16,36,9,13,39,35,13,55,37,13.9760638298,3.81914893617,19.6781914894,drogie/proste
30,20,19,19,28,54,17,29,32,70,47,27,15.0943877551,4.57397959184,21.2602040816,tanie/proste
14,7,12,51,49,36,43,37,11,44,51,44,16.5313283208,4.48621553885,22.2431077694,tanie/proste
21,53,49,26,16,17,54,16,53,25,17,59,10.9187192118,3.97783251232,20.3743842365,drogie/czasochlonne
31,19,35,22,59,32,67,30,27,35,29,29,14.8987951807,3.99759036145,20.1108433735,drogie/proste
47,13,43,57,14,49,19,52,15,8,59,46,14.9312796209,4.1682464455,20.3009478673,drogie/proste
20,60,20,50,54,52,48,22,51,14,18,16,15.3552941176,3.69882352941,17.5411764706,drogie/proste
51,42,38,48,39,36,50,9,47,9,14,42,12.5670588235,3.63294117647,17.4611764706,drogie/czasochlonne
68,29,30,24,28,22,31,34,72,33,26,26,13.6264775414,4.17730496454,20.536643026,tanie/proste
26,28,31,33,43,68,41,38,25,31,29,29,15.8151658768,4.12796208531,19.7890995261,drogie/proste
38,37,50,13,37,42,8,43,37,38,45,35,14.8085106383,4.06855791962,20.63356974,tanie/proste
40,44,44,11,35,11,5,48,43,46,45,49,13.8574821853,4.24940617577,22.2470308789,tanie/proste
36,77,32,31,27,32,33,25,28,36,34,34,12.0752941176,3.49647058824,18.7270588235,drogie/czasochlonne
22,30,32,42,31,35,30,39,39,28,30,24,15.2539267016,4.02879581152,20.722513089,tanie/proste
51,23,25,28,64,23,57,23,22,33,27,23,14.2005012531,3.73684210526,19.4035087719,drogie/proste
25,19,24,71,34,58,27,33,37,31,34,29,16.1658767773,4.24644549763,19.8957345972,drogie/proste
29,30,22,51,27,25,27,27,32,23,60,24,14.8859416446,3.98938992042,18.6206896552,drogie/proste
57,14,26,22,51,26,28,67,25,42,18,23,15.8872180451,4.15538847118,23.7919799499,tanie/proste
37,48,48,7,35,5,37,25,48,35,50,40,12.3759036145,3.8578313253,19.956626506,drogie/czasochlonne
54,13,13,47,44,14,51,46,40,13,50,14,15.9974937343,4.04260651629,20.2506265664,drogie/proste
60,23,24,31,23,19,35,27,29,18,64,23,13.6569148936,3.96542553191,18.1569148936,drogie/proste
34,36,16,35,25,27,29,27,30,56,48,29,13.6301020408,4.28826530612,20.4030612245,drogie/proste
33,38,26,35,35,25,29,30,34,34,36,37,14.0637755102,4.0306122449,20.2653061224,drogie/proste
15,16,49,64,21,16,52,10,51,43,20,53,12.1024390244,4.28780487805,21.0853658537,tanie/czasochlonne
35,26,32,32,23,33,35,72,30,34,28,24,15.4678217822,4.16336633663,23.4207920792,tanie/proste
37,29,48,25,22,23,72,27,28,29,31,35,11.8842364532,3.76600985222,20.0197044335,drogie/czasochlonne
12,8,8,45,43,50,47,32,42,44,47,44,16.8317535545,4.74407582938,21.4289099526,tanie/proste
36,37,35,29,35,29,32,38,3,45,44,43,13.5295566502,4.01477832512,21.5615763547,tanie/proste
21,44,19,15,19,20,43,17,43,56,53,26,12.7712765957,4.25531914894,19.4095744681,drogie/czasochlonne
38,15,42,48,58,16,63,21,18,21,65,18,14.621749409,3.63120567376,17.7943262411,drogie/proste
60,25,29,30,25,21,58,23,32,59,24,29,11.5831325301,4.11325301205,20.2313253012,drogie/czasochlonne
62,70,57,22,19,20,21,65,24,15,31,17,12.3522458629,3.35697399527,19.2104018913,drogie/czasochlonne
33,35,36,29,34,38,34,36,41,32,23,47,13.976076555,4.26555023923,21.1315789474,tanie/proste
27,34,38,64,18,30,24,19,25,33,25,40,12.6472148541,3.9151193634,18.9602122016,drogie/czasochlonne
46,57,11,44,58,9,58,13,12,50,15,50,11.8392434988,3.71867612293,20.0709219858,drogie/czasochlonne
31,22,31,24,34,32,34,29,21,30,56,32,14.5186170213,4.11968085106,18.9734042553,drogie/proste
22,45,23,32,37,30,27,36,30,35,35,34,14.7901554404,4.10362694301,21.4352331606,tanie/proste
26,57,22,23,26,60,69,24,24,18,36,30,13.3710843373,3.77831325301,17.7831325301,drogie/czasochlonne
20,36,36,46,25,25,65,28,38,41,19,36,12.4240963855,4.12048192771,20.9373493976,tanie/czasochlonne
51,61,17,25,15,16,55,64,17,20,55,19,13.3253012048,3.75180722892,20.6192771084,tanie/czasochlonne
31,36,32,43,46,40,34,40,8,37,38,7,15.4183673469,3.64285714286,19.2244897959,drogie/proste
5,35,35,39,42,31,41,43,49,37,38,11,16.0960591133,4.08620689655,21.1330049261,tanie/proste
28,28,35,32,21,32,25,26,37,30,35,35,14.0769230769,4.10164835165,20.2527472527,drogie/proste
15,62,35,16,39,15,9,36,57,11,54,61,14.7,4.01463414634,20.5804878049,tanie/proste
28,55,51,17,21,25,63,57,25,15,21,28,12.8522167488,3.63793103448,21.5270935961,tanie/czasochlonne
42,39,51,41,39,15,44,50,14,42,10,12,12.7919799499,3.42606516291,21.5764411028,tanie/czasochlonne
46,27,26,65,20,29,20,23,17,22,57,25,13.8647214854,3.85411140584,17.5676392573,drogie/proste
26,39,56,16,26,27,55,22,23,72,25,28,11.3084337349,3.89156626506,20.578313253,tanie/czasochlonne
20,23,53,54,23,19,18,56,15,55,47,21,14.254950495,4.07425742574,21.2920792079,tanie/proste
45,41,10,45,40,34,32,6,39,38,48,37,13.7927710843,4.05301204819,18.0674698795,drogie/proste
14,45,37,42,13,48,12,41,42,38,49,11,15.2831632653,3.94897959184,19.5841836735,drogie/proste
17,22,15,59,21,13,18,47,18,44,50,52,14.8856382979,4.71276595745,23.9388297872,tanie/proste
27,34,42,27,22,27,27,39,27,35,38,34,13.6596306069,4.01055408971,20.617414248,tanie/proste
56,13,45,53,16,17,53,57,55,12,14,32,13.4468085106,4.21513002364,23.0354609929,tanie/czasochlonne
43,7,42,15,8,41,44,17,50,42,44,39,12.4362244898,4.40051020408,20.0459183673,drogie/czasochlonne
37,5,36,32,34,35,35,35,29,35,27,36,14.4893617021,4.29787234043,21.1622340426,tanie/proste
28,62,27,25,25,25,35,69,35,36,20,38,13.9482352941,4.12,23.4658823529,tanie/proste
46,55,74,25,12,25,57,18,18,23,58,14,10.3223529412,3.05176470588,15.2329411765,drogie/czasochlonne
10,40,50,14,18,35,43,41,55,14,47,9,14.8909574468,3.93085106383,19.5079787234,drogie/proste
53,24,24,62,21,27,11,18,23,50,18,46,12.4164456233,4.21220159151,20.6896551724,tanie/czasochlonne
41,37,55,42,48,52,0,41,32,4,38,35,15.6282352941,3.71529411765,18.5105882353,drogie/proste
59,52,18,24,25,21,20,55,23,21,21,65,13.0321782178,4.10148514851,23.2648514851,tanie/czasochlonne
50,19,46,23,42,53,54,18,15,15,50,14,14.1177944862,3.48370927318,16.3258145363,drogie/proste
27,34,34,37,61,27,36,35,30,25,30,23,15.4511278195,3.78195488722,19.9899749373,drogie/proste
21,65,17,19,22,10,45,54,14,48,50,50,12.9518072289,4.19759036145,22.9228915663,tanie/czasochlonne
58,13,13,19,44,40,44,41,44,53,36,10,15.7012048193,4.27951807229,20.8963855422,tanie/proste
40,41,9,40,44,13,37,41,56,47,45,12,15.5105882353,4.16705882353,20.8258823529,tanie/proste
29,26,22,30,33,29,39,79,32,27,23,35,16.25,4.39603960396,24.646039604,tanie/proste
37,24,38,38,51,40,29,34,35,33,3,37,14.9197994987,3.92731829574,21.4210526316,tanie/proste
25,47,19,59,19,21,24,57,17,56,26,22,14.237244898,4.12755102041,23.0637755102,tanie/proste
34,71,28,27,32,29,32,31,39,30,39,33,13.2282352941,3.79294117647,18.7411764706,drogie/czasochlonne
18,34,23,14,54,30,60,23,34,23,27,59,14.4085213033,4.2030075188,21.7318295739,tanie/proste
45,42,48,8,6,46,42,45,55,36,10,42,12.1435294118,4.22352941176,21.7035294118,tanie/czasochlonne
7,42,38,33,54,39,47,50,49,7,6,34,16.1945812808,3.98275862069,22.2315270936,tanie/proste
37,33,32,31,38,27,41,33,25,6,40,33,14.2367021277,3.71808510638,19.7792553191,drogie/proste
23,28,38,70,31,61,30,26,32,32,27,24,15.1848341232,3.97630331754,18.4691943128,drogie/proste
21,23,61,25,13,47,47,19,21,57,13,45,11.3801020408,4.25,20.4285714286,drogie/czasochlonne
19,50,12,49,45,17,54,21,39,56,25,12,13.962406015,3.85714285714,19.9799498747,drogie/proste
38,6,9,7,44,44,39,46,35,43,40,53,16.2277227723,4.92079207921,23.6262376238,tanie/proste
53,13,46,43,23,25,19,12,20,18,59,45,12.6755319149,3.76861702128,17.2765957447,drogie/czasochlonne
23,25,15,57,25,44,55,38,23,21,26,70,14.0639810427,4.38862559242,22.2582938389,tanie/proste
58,25,66,62,16,23,21,20,60,25,28,17,12.1543942993,3.6864608076,17.8147268409,drogie/czasochlonne
45,59,37,42,48,6,12,47,11,15,48,53,13.63356974,3.64302600473,20.6737588652,tanie/proste
19,25,28,22,24,31,55,30,66,22,62,31,14.9012048193,4.28674698795,20.2120481928,drogie/proste
23,16,51,22,70,24,19,47,60,22,18,27,17.2706766917,4.09273182957,22.0100250627,tanie/proste
20,30,68,25,59,21,19,27,28,54,24,24,14.1478696742,3.75438596491,19.7869674185,drogie/proste
60,21,66,18,23,49,47,49,17,16,18,20,13.051980198,3.64851485149,19.353960396,drogie/czasochlonne
69,20,38,32,30,37,31,34,37,32,29,34,13.5153664303,3.96926713948,19.9503546099,drogie/proste
40,36,43,38,53,9,46,2,34,39,44,37,12.3467933492,3.62470308789,17.7980997625,drogie/czasochlonne
45,11,41,43,45,40,37,3,42,43,12,48,13.112195122,4.2243902439,19.412195122,drogie/czasochlonne
20,55,21,51,18,26,61,23,17,19,60,54,12.5529411765,3.88235294118,18.6423529412,drogie/czasochlonne
16,45,47,39,15,50,37,6,46,15,50,11,13.2334217507,3.55437665782,15.3474801061,drogie/czasochlonne
13,43,11,58,10,37,54,14,37,30,43,42,13.1224489796,4.22704081633,18.8801020408,drogie/czasochlonne
16,61,13,49,58,54,16,33,11,41,22,48,15.3483412322,3.92654028436,20.2938388626,drogie/proste
13,44,39,14,54,58,16,57,18,10,41,12,17.9627659574,3.76861702128,19.4760638298,drogie/proste
35,30,30,29,28,32,28,28,35,63,24,30,13.387755102,4.32908163265,21.0892857143,tanie/czasochlonne
26,35,21,25,66,71,27,31,26,38,26,30,16.9312796209,4.02606635071,19.6895734597,drogie/proste
36,23,22,31,35,33,24,30,20,23,30,32,15.0589970501,4.00294985251,20.1445427729,drogie/proste
59,15,45,60,14,45,13,55,21,14,16,49,13.9901477833,4.1724137931,21.60591133,tanie/proste
48,16,56,18,15,44,54,14,39,21,39,12,12.5239361702,3.77925531915,16.8962765957,drogie/czasochlonne
47,49,56,42,60,7,42,13,6,48,5,50,11.1764705882,3.42352941176,19.2988235294,drogie/czasochlonne
54,14,12,57,54,16,22,55,17,47,58,17,16.378250591,4.05437352246,21.5555555556,tanie/proste
30,61,59,28,19,36,24,23,16,59,27,24,11.1822660099,3.63054187192,18.3842364532,drogie/czasochlonne
13,47,10,44,12,54,24,45,47,16,51,41,15.7227722772,4.50742574257,20.9034653465,tanie/proste
52,10,14,12,48,37,8,55,59,42,50,17,17.8638613861,4.53712871287,21.9282178218,tanie/proste
9,33,42,40,4,51,30,47,34,51,45,39,14.2,4.33882352941,21.6541176471,tanie/proste
33,41,27,29,29,30,23,38,73,31,36,31,14.7862232779,4.24465558195,21.1425178147,tanie/proste
26,30,40,31,37,5,41,5,44,29,51,37,12.5718085106,3.96276595745,18.4042553191,drogie/czasochlonne
52,9,9,47,34,49,42,52,43,34,7,45,15.5082742317,4.61229314421,22.695035461,tanie/proste
21,52,18,65,63,10,57,15,46,19,24,25,14.443373494,3.45060240964,18.4144578313,drogie/proste
26,35,27,32,33,27,22,30,33,34,23,33,14.1830985915,4.20281690141,20.8732394366,tanie/proste
34,46,48,45,7,42,10,12,29,50,54,46,11.7730496454,3.87234042553,18.1489361702,drogie/czasochlonne
29,35,65,33,33,21,26,35,35,31,30,33,13.2709359606,3.83251231527,19.9014778325,drogie/czasochlonne
37,33,34,29,32,33,24,33,27,35,35,26,14.1851851852,4.04232804233,19.1216931217,drogie/proste
27,32,39,37,35,36,33,38,2,28,38,32,14.24933687,3.86206896552,19.450928382,drogie/proste
45,18,46,50,48,17,17,25,22,49,64,22,14.3262411348,3.768321513,18.5862884161,drogie/proste
10,37,41,46,47,56,14,43,10,48,45,9,16.3768472906,3.85467980296,19.0,drogie/proste
29,29,22,27,32,27,35,31,27,23,27,22,14.8670694864,4.16918429003,20.5619335347,tanie/proste
20,39,68,26,31,23,33,34,23,50,31,28,12.5123152709,3.82512315271,20.0541871921,drogie/czasochlonne
28,22,25,22,26,24,27,55,56,27,31,61,15.0965346535,4.92079207921,24.202970297,tanie/proste
26,35,4,41,37,36,33,52,40,25,34,29,16.5255102041,4.18367346939,22.4260204082,tanie/proste
24,35,39,25,22,28,27,22,21,61,25,63,11.9744897959,4.32908163265,21.9081632653,tanie/czasochlonne
44,6,48,49,45,37,44,44,7,44,8,39,14.0987951807,4.06746987952,21.6168674699,tanie/proste
47,44,40,40,5,49,39,4,48,9,42,43,11.7682926829,3.87804878049,16.3317073171,drogie/czasochlonne
16,40,56,12,53,35,49,12,44,15,41,48,13.8836104513,3.76722090261,18.4418052257,drogie/proste
48,13,15,13,45,45,41,50,11,38,43,53,15.4602409639,4.63373493976,22.5807228916,tanie/proste
46,36,37,38,43,40,36,38,38,29,5,37,14.0070921986,4.05200945626,20.8676122931,tanie/proste
44,59,15,8,48,46,14,10,11,51,42,44,13.068877551,3.95918367347,18.0994897959,drogie/czasochlonne
25,22,68,26,26,14,29,28,25,72,30,27,11.8545918367,3.98724489796,20.8010204082,tanie/czasochlonne
25,14,40,48,53,20,49,21,15,56,10,41,13.3698979592,4.04591836735,21.8316326531,tanie/czasochlonne
43,50,15,50,54,13,54,13,15,16,42,50,13.0192771084,3.66506024096,18.2144578313,drogie/czasochlonne
42,48,33,9,40,44,41,13,47,49,50,9,13.6658823529,3.83764705882,16.9882352941,drogie/proste
33,34,21,65,28,35,22,34,28,27,23,27,14.6870026525,3.9124668435,19.8302387268,drogie/proste
35,28,28,45,39,45,40,40,46,5,28,27,15.8349753695,4.08128078818,19.8004926108,drogie/proste
23,27,30,33,30,39,24,25,30,32,59,58,14.4609756098,4.3243902439,20.1756097561,drogie/proste
39,25,33,35,24,36,52,40,35,29,31,36,13.7734939759,4.11084337349,20.5662650602,tanie/proste
14,50,31,8,41,10,52,44,48,9,41,51,14.4185463659,4.08270676692,22.2255639098,tanie/proste
49,6,9,33,46,49,50,50,45,13,8,52,16.4390243902,4.54634146341,23.0634146341,tanie/proste
13,50,44,50,33,13,11,29,11,39,48,36,13.1644562334,3.75066312997,19.1193633952,drogie/czasochlonne
55,10,53,20,32,14,15,16,39,63,57,47,12.5914489311,4.25890736342,19.809976247,drogie/czasochlonne
44,26,38,41,45,44,49,7,38,46,36,7,13.6508313539,3.71971496437,16.7672209026,drogie/proste
39,57,12,42,45,37,15,56,43,9,11,38,15.9331683168,4.12128712871,21.8292079208,tanie/proste
40,44,7,38,10,11,43,49,39,50,33,40,12.8811881188,4.61633663366,23.2797029703,tanie/czasochlonne
4,44,37,37,36,31,40,34,7,43,39,40,14.0,3.94387755102,20.3647959184,drogie/proste
40,30,30,31,36,40,31,26,28,37,39,29,14.2871536524,4.01763224181,19.4811083123,drogie/proste
24,27,27,69,35,52,30,30,31,29,30,38,15.2203791469,4.18483412322,19.4407582938,drogie/proste
22,28,30,36,26,21,31,27,25,24,23,27,13.81875,3.9125,20.603125,tanie/proste
51,46,15,50,17,49,16,48,41,39,39,14,14.8564705882,4.08941176471,19.9035294118,drogie/proste
